FLIGHTS.flno  FLIGHTS.from  FLIGHTS.to  FLIGHTS.distance  FLIGHTS.departs  FLIGHTS.arrives  SCHEDULE.flno  SCHEDULE.aid  
271	dgrobwxrtb	rsfqnqpdiq	5822	52447496	16655695	271	12701	
273	obntygpmit	otuujfsuxs	5310	40721677	30864046	273	4912	
276	lulnxdrmak	lxbgcxbnjp	1424	18435449	9332531	276	10953	
280	zetykvcops	zwdawxkdcq	6622	46665017	34146263	280	16737	
282	jzkikrjdsl	hohywwhtzv	6558	6797420	34464553	282	11099	
287	rdvowmeypm	ddgjgkbuks	7215	79791338	26674010	287	739	
288	hpunhoiwcv	xvjexifdrd	4748	74284655	61327952	288	16129	
288	hpunhoiwcv	xvjexifdrd	4748	74284655	61327952	288	1198	
292	vuuvwaodkp	eanpjhitxw	1655	26587610	44604965	292	2890	
292	vuuvwaodkp	eanpjhitxw	1655	26587610	44604965	292	6520	
294	fuhekcacdc	nkoniedzqk	3746	46999014	84293343	294	13371	
294	fuhekcacdc	nkoniedzqk	3746	46999014	84293343	294	11679	
295	yyfeoolqka	hltcijahcz	5823	84675567	21871404	295	675	
299	rnglrngvvd	wwasdptqet	8	29000967	37084421	299	4071	
299	rnglrngvvd	wwasdptqet	8	29000967	37084421	299	6305	
301	wmtrwcresu	ibknjylwed	6676	49783145	52433028	301	18218	
306	qfecueqkan	ytaewgtwea	4951	8854146	65473727	306	15496	
306	qfecueqkan	ytaewgtwea	4951	8854146	65473727	306	9525	
307	qlempznwdt	kdwkvjxxkb	5539	84513144	68971196	307	2471	
321	eyimerkzzy	ewqnkbolzp	5611	69913302	7847931	321	15773	
324	tqxkryrjyw	zkxtuwarvz	1464	55166649	32612472	324	5193	
331	amhegmdwwl	prqnmonewj	1754	61311763	2181722	331	3624	
334	cpvnpnlgfl	inuycazslu	640	30201495	55912063	334	10719	
334	cpvnpnlgfl	inuycazslu	640	30201495	55912063	334	17991	
337	krswdlvfgz	gejakjsmxf	6178	59707208	39067575	337	7129	
343	gbdornsfdh	mwybajiezy	993	27916956	46395009	343	3379	
350	nkkrccnptm	yyzedzirwf	2127	29013411	61908572	350	15709	
353	ekygosavpf	mwmeazupnf	3382	23243197	71489277	353	1089	
353	ekygosavpf	mwmeazupnf	3382	23243197	71489277	353	15165	
357	oyjhrrtpvz	cumfidbwga	1702	26207219	50713765	357	8901	
357	oyjhrrtpvz	cumfidbwga	1702	26207219	50713765	357	19642	
392	iiwseuddpb	wkmxjwfbfr	1516	22992894	10320412	392	14160	
394	jizreduovk	airfreqdjg	221	1454155	33799104	394	10670	
403	ugotvvwsli	ferwjjwktw	3766	63444421	33940398	403	7662	
403	ugotvvwsli	ferwjjwktw	3766	63444421	33940398	403	3270	
408	vqdpaxeaxm	nnfrvfmnxx	4001	51803631	74867667	408	16007	
411	vmvnqobwtt	ozyqblzluj	1599	84945381	33955766	411	3888	
414	wktolscadu	gxkftkhxvo	3780	3735541	72855862	414	19072	
418	aewrytdman	ipmduqcqcg	1781	24317940	48018727	418	10692	
419	ivjzudagdt	jlboyjplgm	1539	41357116	19024833	419	9890	
426	fefbzvrxgq	cnquzqaekr	1415	26463305	17403928	426	2325	
431	csftvxhywj	moxcgtwukf	227	55771769	17915418	431	19456	
434	qokpmolyem	eokkgckwxq	2512	25063019	28601466	434	2845	
436	ijmuigaaay	siyhjguhjo	879	2609455	76796881	436	16596	
441	mjixwiqecd	xiguelrnhr	6589	67432592	26747430	441	1293	
444	ynvrjgxwbr	ebceigrwet	2255	37995406	24549774	444	18447	
444	ynvrjgxwbr	ebceigrwet	2255	37995406	24549774	444	6263	
448	zzrbxqnhdu	pfsyftkuve	583	53987722	29867656	448	9832	
450	ozrmxlnvyx	tesqoqiequ	3879	43957643	70007523	450	9842	
456	mhmsovdswo	bmukffccck	6891	68273332	26431427	456	4330	
456	mhmsovdswo	bmukffccck	6891	68273332	26431427	456	15382	
458	skfacykyfz	rilrjqnidr	6303	56724090	81051393	458	3549	
460	ktmstrcksa	ndgyqdvhrs	7845	4079746	48644388	460	17946	
466	gpkqwwitaw	gplgkqgqfd	7134	8816388	7922606	466	13994	
468	qssvsecpem	iasajkzssb	382	82533324	78318119	468	3881	
472	mmerujeabk	ivpagdmfiq	5433	76315746	49592109	472	13139	
474	scuknnkcty	gnmyfgdcdq	1798	7052111	19637828	474	12375	
486	yzyyfmupci	gmjtznnfxk	5666	81827516	68405336	486	14771	
490	ohbefjoyye	zsdfppxapt	662	24600525	80900803	490	18293	
495	qfyflhaqxo	joqjawapmb	2281	25072481	84582722	495	1923	
500	yqsggtlidv	einxnwtbbw	3465	71839386	36307013	500	13187	
508	haycukhpvp	evtvporpap	7470	16661709	83568	508	7118	
509	pmgpmdxcdl	wbxrbdzkjt	4048	38168097	52692013	509	19387	
510	yzjlxmetlo	tsycoemknm	906	37757023	37367302	510	5744	
513	grznyddnvb	wbdakwxjzu	6298	20439625	9632381	513	763	
514	cuwnnlybkq	mmudydfdzb	216	43690920	18322496	514	6320	
520	rbwmzmilhm	ymddfospaw	6787	30755260	18763605	520	16303	
524	srhxwlhymp	uqwstyicdw	3135	33408975	49981381	524	17784	
529	ucgncbmsnx	ylwswqelyo	3211	35019274	20539996	529	14676	
530	jcmxwjmgem	ouxwvighko	4738	38007302	65428140	530	5674	
531	albmbotjsk	klykqrxhqb	6549	75048814	77728118	531	8782	
537	glikhlfjwi	ppukagxsef	7238	10302642	759116	537	18687	
542	tpmpopclgb	vopftsobhv	6814	25396175	68466424	542	9950	
544	ecrnynmfin	plbywofkvg	2332	42812990	54138562	544	12647	
545	suxmsrsfpy	raipuxmzxx	3885	53733185	61111362	545	17056	
545	suxmsrsfpy	raipuxmzxx	3885	53733185	61111362	545	5677	
554	vgucvpztcr	mshocztjkf	3208	3832817	69230515	554	7133	
554	vgucvpztcr	mshocztjkf	3208	3832817	69230515	554	2702	
557	uqwukjxgkm	eqxcwaswvw	2489	74798605	61415275	557	19777	
560	fazovnlweg	euxkojbvum	5148	80456048	54631237	560	5035	
560	fazovnlweg	euxkojbvum	5148	80456048	54631237	560	8154	
564	cwloyenmlu	kraallzwhh	7237	41647898	8099703	564	13503	
574	cclyciugft	taghjopvbj	405	25052833	75016132	574	2266	
575	bihhczftup	rjyynepevm	5263	78094493	67312475	575	11878	
577	yixnoxikqb	qracmodwdq	5877	10193886	12495762	577	10988	
579	xrsxhagjhf	rrturyuata	2677	3934777	83162694	579	15104	
594	azqowujfpk	lxvzhsoipz	1192	64166006	37614667	594	16534	
594	azqowujfpk	lxvzhsoipz	1192	64166006	37614667	594	8069	
597	gejrnhrykd	aweovebngu	1782	56834812	801481	597	2596	
602	tqrfimwtum	lqslhgbgco	874	60230407	55350103	602	7901	
627	zfinbsqrus	wwmazshaam	5048	28135606	10087212	627	9511	
640	efbknplkad	yfharjxrnv	535	61679507	17071406	640	3727	
668	uxgonvzdzg	nbpxqolcva	7024	17339279	85720889	668	3520	
672	vxqizyehyi	wgfwlosoxg	125	9639120	71281157	672	11802	
673	tozsjdpawd	lqzrtafzqk	7658	4698323	68564037	673	3300	
680	swmhssfwga	oyofbewkde	1508	70060887	21096349	680	19070	
686	xgstxbfocc	awcgfoawea	7781	33660904	19623508	686	11763	
690	lutvwjfhqt	bfeonkrslt	6214	83844678	76984361	690	15380	
694	usztvwkhjh	wvbmzqmokk	1228	79446820	52054946	694	13867	
699	suwybuhxup	asvpqnamgt	333	61558466	72167043	699	15252	
706	ijeiwdqsum	ikbhqjpemv	2407	7188743	29254741	706	6720	
711	jurlaeejuo	jqtltuedkn	837	60468102	15636899	711	17495	
711	jurlaeejuo	jqtltuedkn	837	60468102	15636899	711	9398	
711	jurlaeejuo	jqtltuedkn	837	60468102	15636899	711	8311	
720	vyoqrdfyxc	vglxrtdybg	4301	54724331	14209810	720	13956	
729	wwgjgowvjh	ppuhlfkbxs	2081	65884858	3747881	729	9988	
733	govhbhhcxd	rntgwiwysq	7369	85817222	67698419	733	15597	
737	eqrkmeyxiq	xicqeqtnoh	3973	75975711	9106343	737	14616	
740	zqpzkegxjk	fcadmcszox	7453	23746878	2932304	740	3315	
743	oawasplqqu	utiyxpigiy	6470	22039980	50670003	743	4336	
753	zhymdxxlnt	yxgzyjitps	2579	46201699	71064394	753	4592	
753	zhymdxxlnt	yxgzyjitps	2579	46201699	71064394	753	4982	
757	jzrbyihskq	mqwmsivloi	5383	61716924	80277438	757	8210	
757	jzrbyihskq	mqwmsivloi	5383	61716924	80277438	757	288	
758	dugvqyfgix	mehjjyfddt	5366	1370786	63788728	758	3740	
764	uytcohkjgv	zdcskfmdqv	869	65712233	30374472	764	14446	
771	jolhmwhmue	ycuijigril	7621	44038047	45984755	771	5868	
774	nmsaoypcjb	hemnaauowm	4655	59878590	51841744	774	29	
777	uvdccrweph	jvfhidtmvx	5770	43514180	17113860	777	2646	
777	uvdccrweph	jvfhidtmvx	5770	43514180	17113860	777	3501	
779	kmkkakcgsm	snzezwnaty	401	51190765	819237	779	19611	
783	hqdusvkqpm	mwsxgngikd	6536	32074350	67344201	783	14973	
788	cisjdunsoe	rbdiagoqzr	3811	16243729	46587067	788	12768	
793	vfpaofropz	zpukqvxpjw	673	34838667	81789434	793	11981	
793	vfpaofropz	zpukqvxpjw	673	34838667	81789434	793	587	
799	tkakijreoq	pyksdfmhyr	1199	72724025	84483934	799	9813	
823	swwyjjsjux	sarpuiydqz	3597	16354672	66836115	823	4975	
823	swwyjjsjux	sarpuiydqz	3597	16354672	66836115	823	10445	
823	swwyjjsjux	sarpuiydqz	3597	16354672	66836115	823	5267	
828	rlseoimuww	vrezjmvyzz	1082	26313257	27780608	828	1429	
832	ipoxenfsdp	uxszlxxhpd	6882	16534405	32382839	832	5910	
834	vkgpnvsqoa	wgetbjoyff	973	38214877	17934880	834	3747	
835	smrhwvjsgw	prxcwdynko	3995	63273866	29571436	835	1099	
835	smrhwvjsgw	prxcwdynko	3995	63273866	29571436	835	4575	
838	mosusqatrk	qvdfvlkwpm	3666	85385231	49163575	838	2842	
841	mapffgqgwo	rukrjfmcea	4850	83820060	38714416	841	14855	
841	mapffgqgwo	rukrjfmcea	4850	83820060	38714416	841	7518	
845	bapbauojkc	pfyqwjcpxm	901	79459903	34592046	845	3550	
845	bapbauojkc	pfyqwjcpxm	901	79459903	34592046	845	2712	
862	ndvxzfqwlw	wfwhiedxji	7170	11950513	54003981	862	9199	
871	ynnywmiclc	obdwuboehx	1646	77226734	34396805	871	13291	
873	ruwyzikrpt	djpnoscjjo	1620	32890791	5195693	873	8922	
873	ruwyzikrpt	djpnoscjjo	1620	32890791	5195693	873	1380	
874	gnftickjpk	uivgotuxxd	7389	80929071	64461705	874	6760	
874	gnftickjpk	uivgotuxxd	7389	80929071	64461705	874	5510	
880	bqliecbnbc	fnyqabwhsq	642	36875195	25066129	880	8473	
880	bqliecbnbc	fnyqabwhsq	642	36875195	25066129	880	9117	
885	leuzzsscjg	iryxvxianm	6662	36692938	27647813	885	10044	
889	cmkamcijht	nbleepexzk	7126	74890288	5554113	889	2469	
889	cmkamcijht	nbleepexzk	7126	74890288	5554113	889	15036	
890	gsetqljrwc	ugzgnounpy	4785	57811300	23317414	890	18968	
890	gsetqljrwc	ugzgnounpy	4785	57811300	23317414	890	5336	
891	hokjyvtchm	obervypcyz	5124	69875582	38566558	891	15306	
893	fobaqpywwq	cwjuxogxpc	2451	32988038	72085211	893	5109	
906	unrcrqboto	ovghyyrjbj	5740	59720072	51629809	906	15479	
915	sabjnnklei	enfzvtsbhi	6972	21951575	80898512	915	15149	
916	wmneqcdcsn	wynfyzagsk	3461	29675954	76016771	916	18569	
916	wmneqcdcsn	wynfyzagsk	3461	29675954	76016771	916	4054	
917	ugyerjiyrx	mkzqisxicv	6936	69947596	60705486	917	13412	
922	pkvtnjaoha	nunnonrleo	5371	16654942	57087211	922	15614	
935	eynjouwahc	gcfxhkgmau	7459	28839898	12836739	935	17012	
936	cgrdavvuma	thybscgxsq	2328	34757310	32311482	936	15259	
939	fnhufnfpab	lllxtwxqvq	2200	74769455	28860967	939	8004	
939	fnhufnfpab	lllxtwxqvq	2200	74769455	28860967	939	6217	
948	dkurfpjesg	wbtjkradad	3238	37529700	5984964	948	10120	
950	aagovzlegl	ahkakjqrbc	1812	38444260	16847275	950	13651	
950	aagovzlegl	ahkakjqrbc	1812	38444260	16847275	950	15359	
951	kkkqqhjwoy	lpmoiroblo	4471	66235564	43073241	951	11021	
951	kkkqqhjwoy	lpmoiroblo	4471	66235564	43073241	951	15885	
951	kkkqqhjwoy	lpmoiroblo	4471	66235564	43073241	951	5403	
952	ieyqkelfpu	fwjbriybnl	7210	17866610	5297991	952	3276	
953	lpajkxdcsq	rtdpazqpuo	5139	45766493	69254756	953	9287	
963	durflogwve	mjpfdfmttu	3184	20108545	3358054	963	8448	
964	qlicomotei	tdbsqabhee	4437	38692431	44928392	964	18190	
964	qlicomotei	tdbsqabhee	4437	38692431	44928392	964	5210	
965	ejzxswwmai	ngeyeqynmn	1077	17370958	84480804	965	7741	
965	ejzxswwmai	ngeyeqynmn	1077	17370958	84480804	965	1339	
970	dhtsqburye	xlgvpvfbsc	4025	10902964	59451433	970	12305	
970	dhtsqburye	xlgvpvfbsc	4025	10902964	59451433	970	6251	
973	ljxjkzxsqa	rprryhplsk	3514	1723021	51808300	973	1196	
982	engmtlzfxw	qogxqrsjip	5952	36976806	58732591	982	15688	
987	osgvaejlva	lpkznhdwnk	6798	47331585	63901243	987	15505	
987	osgvaejlva	lpkznhdwnk	6798	47331585	63901243	987	11076	
993	sgyqmmitws	xulxxabmew	4179	64818416	84385548	993	19640	
996	vrxtrteigk	orxuzjbntp	1033	76759793	54319061	996	17632	
998	lqoyhqrbgs	jadfkqspke	1410	38228634	30352786	998	14216	
1020	sbvoijjjdg	ywkzlhacmy	3245	4392040	15718309	1020	15406	
1023	zpssmidixf	wywmwclxws	6576	82447961	59951252	1023	4889	
1023	zpssmidixf	wywmwclxws	6576	82447961	59951252	1023	11833	
1024	bvbeandpdi	vqgcwewjke	5391	47175493	52246070	1024	19320	
1026	zzzuyrfazv	ctbxumvpvf	150	37391598	30767585	1026	6336	
1036	nvpeptjjhg	uuoplhndom	1851	19386737	47808153	1036	12439	
1043	izdvssrudn	pwzoszeagn	5632	15874594	12044793	1043	19466	
1047	galcgoiunv	wreaulamzb	6087	39711104	57531846	1047	13645	
1052	qcwntqumto	ymbjhpvevm	3426	52752265	51738456	1052	13005	
1056	smkabljhnc	dmpxpwwdxu	2373	81428499	55594069	1056	8148	
1062	xiybqtkixk	wccjodwypb	7203	79219413	63841799	1062	18200	
1067	uzhitfxjoj	zuzyresuil	4548	50441825	431030	1067	7144	
1067	uzhitfxjoj	zuzyresuil	4548	50441825	431030	1067	6058	
1074	iwcbgyrnzv	rkupsbzwjy	6362	16443243	10339836	1074	17331	
1074	iwcbgyrnzv	rkupsbzwjy	6362	16443243	10339836	1074	4430	
1076	mzdfxlkwbr	lsumbdleto	7875	82219209	71555016	1076	10579	
1077	koywetmgfh	wdcalrnret	6291	54531969	67477067	1077	13032	
1078	lihdwcbkrv	lqbhpxetcw	2914	22177909	71740916	1078	9531	
1078	lihdwcbkrv	lqbhpxetcw	2914	22177909	71740916	1078	14498	
1079	zwrlluvtym	xpwhikzxyk	4834	12409979	67486380	1079	13340	
1080	wmyuhgmyqu	ksforbbwzd	471	35831333	35236018	1080	13448	
1086	kfrsjpgucx	jbpfvyosxd	4188	40297829	22555784	1086	9206	
1088	proaqaezzr	oqbmcyihyc	7164	49468423	8921234	1088	10096	
1089	gsazpklhyi	axzczuqiox	6305	41705460	47991363	1089	13826	
1089	gsazpklhyi	axzczuqiox	6305	41705460	47991363	1089	2916	
1095	qqvkalgplm	grhrnagpmi	917	9823617	49686719	1095	3153	
1098	ikolzzumad	yxmfcfryzz	4052	62092715	57416185	1098	11997	
1100	bzwmdyoree	nkiyebwhre	3295	55779290	15188550	1100	11528	
1103	zbfoxlwcke	rsopfqpiec	6248	22200744	76853862	1103	12637	
1108	ljvgrboujk	ykixinnisw	1395	82083403	64091898	1108	7291	
1114	olclwxkdjw	sezwlkenxp	142	12071869	28550268	1114	14896	
1117	zfinslzeoe	txjcucxfgs	334	37809516	31929895	1117	5329	
1123	cicukeyeoq	xtparloygd	5390	59257311	50601589	1123	13531	
1126	xymqjrjvig	skgbkivobz	5938	15820359	74101120	1126	2836	
1126	xymqjrjvig	skgbkivobz	5938	15820359	74101120	1126	2585	
1144	vduxwfyxfo	idsuasmtza	3889	28237380	54392132	1144	15216	
1145	jijyibxyog	ezcpihuqwi	3298	2984203	7018747	1145	18350	
1151	kkkqvlojcg	ghjcqkjntr	3822	25275651	27699463	1151	17520	
1151	kkkqvlojcg	ghjcqkjntr	3822	25275651	27699463	1151	12201	
1160	aehpfetier	ubegqhacdq	423	49078543	54836313	1160	17242	
1167	uumeuymgqq	zmsrhsujmr	1300	55125774	54759092	1167	5474	
1171	jehmvlfdhm	qjbfdmfdew	6423	71594534	12442580	1171	6778	
1178	qmiddkgcxl	yqjgumhsgu	637	56407483	8793349	1178	8078	
1182	hsupzzjchp	lppafagahu	3166	53235588	58907491	1182	4902	
1183	gxisqgidqw	ufwcpbegra	6635	24893013	86227457	1183	9466	
1184	kyovnrohfd	vqgehodvql	4704	45747828	3448952	1184	15998	
1203	veawpdiawg	rvbitczdhk	7369	41440590	42863101	1203	16304	
1208	kdptlolkpc	xxfibhgwvk	4041	5808484	84150462	1208	16530	
1208	kdptlolkpc	xxfibhgwvk	4041	5808484	84150462	1208	7287	
1219	wyagpsorzy	bsunhuofwm	1003	55815791	11932248	1219	4616	
1231	zbgaobwyop	cxugbzaxnn	2962	67509078	72030185	1231	13073	
1236	invemikbxe	zzgbcefvle	4261	23170458	2368006	1236	10180	
1237	apgramjwwt	kyvqcbgabt	4300	15950829	8414230	1237	10472	
1238	xiflrqnpah	iaclpihgbb	2841	48962409	27732899	1238	13507	
1239	kxhdcorvlr	wiebzzkidc	2433	77808398	6794938	1239	10039	
1248	tzsbkgfdjb	atlbjxgvut	3878	37886209	26410841	1248	17360	
1249	dozkgaoigy	gyjsenzwfw	3543	40120518	25968131	1249	5161	
1250	olskdixjqk	lngxxdvxau	3053	20462822	79934493	1250	8244	
1250	olskdixjqk	lngxxdvxau	3053	20462822	79934493	1250	2438	
1254	qrqswiyuuj	vxcsjbkbxt	1333	13798819	8944463	1254	4774	
1271	ficgnzzhgr	vpxjerzjbm	2255	12959349	665733	1271	1176	
1271	ficgnzzhgr	vpxjerzjbm	2255	12959349	665733	1271	18767	
1276	arovclizoc	gakmniwyjf	59	61878509	72291570	1276	11243	
1276	arovclizoc	gakmniwyjf	59	61878509	72291570	1276	14046	
1279	ompdvtwain	lsbqctkpgg	2899	66237079	71264785	1279	2088	
1284	mpdeccwwrv	weduscujfq	4770	23293629	18472798	1284	949	
1284	mpdeccwwrv	weduscujfq	4770	23293629	18472798	1284	3709	
1285	rzrixfxhzz	jbphnjekqw	2951	53983506	57852652	1285	1067	
1291	rpgspludtb	ugbrvzsxcn	2404	52961121	52411571	1291	6558	
1300	wafpyrdwuo	bjsnapkjym	1983	8329328	61299909	1300	179	
1300	wafpyrdwuo	bjsnapkjym	1983	8329328	61299909	1300	9754	
1301	fsaudmqrcz	alqpltgenj	7691	38538243	10102436	1301	3362	
1311	tpculewnon	dgfhxqdfry	5233	81448718	13672589	1311	8731	
1322	aiehciacem	slagtyhodu	6814	1625248	55651175	1322	4550	
1322	aiehciacem	slagtyhodu	6814	1625248	55651175	1322	11896	
1330	shcqbcvmuk	visyhxbxbp	1135	79748223	16974264	1330	8180	
1339	qiqldftyet	zwiewkywct	4108	13362131	44264128	1339	16014	
1339	qiqldftyet	zwiewkywct	4108	13362131	44264128	1339	13094	
1342	ldmlsritzu	qlosokbhom	6134	56573739	75717062	1342	3914	
1342	ldmlsritzu	qlosokbhom	6134	56573739	75717062	1342	10924	
1345	szxtlldgjw	hnsoquuwcu	4907	23779929	27188130	1345	8270	
1345	szxtlldgjw	hnsoquuwcu	4907	23779929	27188130	1345	1531	
1346	hdnilugscj	xkvryozaly	7637	32209534	49133591	1346	10447	
1347	bwwrzerngt	qaxirdnpgo	3851	22948876	6530409	1347	1099	
1351	kyzvbzzgbm	hlawfqcafl	2471	79865951	17901403	1351	18595	
1355	luxsmbspky	apcaabgmwq	164	46251826	48353829	1355	14348	
1356	tamnuqjxjg	gwaghnyinq	3424	7841708	28696318	1356	5534	
1356	tamnuqjxjg	gwaghnyinq	3424	7841708	28696318	1356	12703	
1358	fpesfspyxa	csuypyotaw	6879	77686111	65635501	1358	12081	
1366	gffvyvcvhv	mrqnzuvmgy	7020	2814367	13398894	1366	14702	
1371	smkvytybbg	szpnwesmyo	3048	17090862	55666927	1371	9109	
1372	djfwuyrofc	hdhrbhjeeu	822	60209664	74756724	1372	12145	
1372	djfwuyrofc	hdhrbhjeeu	822	60209664	74756724	1372	10806	
1373	fyuwfawxzi	eivgclfksv	1484	16440219	76677240	1373	9199	
1373	fyuwfawxzi	eivgclfksv	1484	16440219	76677240	1373	3440	
1374	vrambefjrj	qzeygwqsls	6021	3023937	22864256	1374	1121	
1391	jlhcjbvkjw	sxxwtgdhnf	5404	14026742	50507898	1391	3689	
1393	wcqmjbycpq	ggxmszoymj	996	51341356	17517614	1393	12088	
1403	tdgqpnldsv	niaqxfmblf	4209	83522521	45036503	1403	10156	
1408	uggerefjll	luzpqmsdbd	3980	60884961	43412571	1408	12154	
1416	psgmvvpgyj	fpdudsiygs	2323	82159817	45094606	1416	17440	
1417	ycebxqtjab	xpqonpuitu	6479	60776935	45349506	1417	4532	
1419	llflgfxxbt	tfqsvxchwh	3736	23381604	79099458	1419	14903	
1432	dlzpgsdzst	jazojlyewp	2603	10487295	38123221	1432	6004	
1437	wrwsurtfwb	mtiwkgzkkl	5276	23260846	73066697	1437	7314	
1438	obyvtfgifk	unqudakgpd	2018	6575446	72126797	1438	8715	
1438	obyvtfgifk	unqudakgpd	2018	6575446	72126797	1438	17697	
1443	nclttjzqap	wvhxlgeqdn	4279	4308440	41234851	1443	16158	
1446	khcwdvaqkb	qekuafggfn	5917	47465211	4234818	1446	14325	
1449	ivbvzuvejd	qhtjvsumne	1848	14710385	27789441	1449	2025	
1454	udwawtaeoq	lymxkpuuqi	4699	51165109	64325026	1454	3497	
1463	vgirdvdvbv	rrqtniilzi	6947	68737122	84041819	1463	19195	
1468	yjrhdnjyjj	azkcuquzef	3035	65811445	83318067	1468	9948	
1471	hcdlmsfyru	qxmzsqckah	6394	29864208	80067702	1471	11595	
1472	sbcdakhppv	abkeijppoh	2027	29614058	28279663	1472	3028	
1474	rmpehtmtek	llctvfpdok	3032	25056079	37578564	1474	17089	
1477	pfbsessnyl	swlmqclyqe	5601	25623010	58166346	1477	14934	
1481	oxplsiksxz	bzcasmbuyz	1842	566950	72031473	1481	8117	
1483	jcscozabzh	vlauvxvfqy	5240	40264324	79323365	1483	13308	
1488	qgssernosh	citysncbwa	2780	29872408	85442772	1488	5134	
1491	suapgadsnl	wvvmmwgkcd	6844	43924554	69481569	1491	17536	
1491	suapgadsnl	wvvmmwgkcd	6844	43924554	69481569	1491	9142	
1497	fqkchewmuf	vnsolnlgjs	1047	54911465	43482204	1497	3428	
1501	ptlodtcnoj	tdzwehpuze	429	69891151	1997828	1501	13514	
1509	rtxfrbfmje	nakknsrnlm	1485	51095801	49750602	1509	7639	
