SCHEDULE.flno  SCHEDULE.aid  FLIGHTS.flno  FLIGHTS.from  FLIGHTS.to  FLIGHTS.distance  FLIGHTS.departs  FLIGHTS.arrives  
540	208	540	lucffwwwoy	anjrmvjvww	6926	14194003	40269846	
1915	10052	1915	jwfhhdkjvc	yazpvkence	3786	51335034	37347232	
2678	6349	2678	yooxegyxid	uyejloulhl	4885	77227695	5076811	
7331	18264	7331	qevkhqivjp	aesfdiruzm	5564	38303620	78717163	
2678	11722	2678	yooxegyxid	uyejloulhl	4885	77227695	5076811	
1174	18769	1174	bnbmzelxdd	xsvcsmnuhi	4053	53167203	61334253	
13036	19534	13036	qfhtdwuemz	rdgmleaplg	3374	81176840	48081939	
2487	14805	2487	hlaytityft	dsrkutixkd	1828	29399207	71298682	
5596	18683	5596	fcfkoxnaqz	foshfraohb	3429	9775904	49595984	
7393	9462	7393	bpkmodstsc	iiiocdufjt	1899	75380614	79998278	
7474	8599	7474	ewndshwfqz	nyozlwrzxh	7724	70094535	28561672	
13094	303	13094	qjvvwfuuwi	brnejgpzli	351	6607410	39420839	
15431	19286	15431	kdtpajdwkn	kgcpnytada	7107	48293662	38249596	
838	2842	838	foidafznao	odaegiievd	4548	79557292	5806677	
15382	5422	15382	csjypgykpd	tcgpjdvpmk	6034	80176303	84302489	
7393	19181	7393	bpkmodstsc	iiiocdufjt	1899	75380614	79998278	
8848	2012	8848	urizejqggh	stcylbwzrb	4827	24677365	65549443	
7955	10893	7955	fljhaeazuk	scxerrlpyq	2518	61891216	83216616	
11799	13125	11799	dcglujserl	grhdlyidbq	337	35170533	39017298	
11858	7871	11858	vzeljjalao	efsllqmuvk	6874	5772369	39028160	
10949	264	10949	sfbifrodze	mwyqnwlcpq	5604	78099918	31534802	
579	15104	579	aeqdezmkzn	obqqkgldvf	1987	45876240	48569311	
16454	13913	16454	whwshgbrlq	pxrajetdqf	2565	53146523	49016017	
3995	16753	3995	vmdvtyqdiv	bmqdhmtfhc	3239	14927598	73706055	
18064	1037	18064	erkwpcvvfg	xejzlqehju	1309	59537734	50275901	
11799	19682	11799	dcglujserl	grhdlyidbq	337	35170533	39017298	
9312	3424	9312	vyvngdiqge	oyoztuavnq	6862	59442862	36836124	
7955	624	7955	fljhaeazuk	scxerrlpyq	2518	61891216	83216616	
8602	6072	8602	pfeixbilrz	vrvffsxrgw	6859	58089307	45361474	
13239	8502	13239	yfmpnsxgtl	oitjsfsdin	679	17184498	76929673	
965	7741	965	mrzvpfefbn	dktgdvlcdv	4919	39585322	38299626	
9368	996	9368	mdnnhopbgt	lmeqvsrzjd	5928	44438972	85452056	
15330	12080	15330	ngpkhppegj	kskottuoqn	1204	559511	49269506	
7173	3023	7173	rgozaezcpz	lagkvsxmmf	5668	23697971	62212992	
965	1339	965	mrzvpfefbn	dktgdvlcdv	4919	39585322	38299626	
11998	7040	11998	dfviplkkrk	ycdxbslcqd	5081	56895460	9561093	
4572	6362	4572	tzrtrziola	qauzacslxi	6747	235990	83241963	
11846	9904	11846	ztosistpqn	oixmrzcfvz	5220	58306550	62528964	
3483	11242	3483	aoidizcqvv	doqokzkqfb	5582	3230817	14237765	
15948	2337	15948	ztabxavskd	rolaslmuui	6661	5205846	19110771	
12885	9845	12885	piuoefzgds	tkpojdfnoh	2022	51200736	44496304	
15948	5573	15948	ztabxavskd	rolaslmuui	6661	5205846	19110771	
3037	5065	3037	psawdhyusy	rwqrraubxb	6575	49239714	28468749	
1674	6120	1674	zekfqryrmy	tnuqlsfyvg	4570	53789658	9542418	
13059	19004	13059	nictljktow	vnofgpgsbd	4918	14513947	49134780	
5092	19444	5092	dgjyuxmcxu	dzvwilmszj	7303	22261842	52445502	
2663	5187	2663	rwcfebpeao	arsolsfoqr	4124	43527914	8320568	
4937	186	4937	zqtzyqhbxy	jrzwtcgdwd	5453	74124729	59852635	
16149	11228	16149	ptvnoorlbt	gldrbuiaso	5744	75761299	71778466	
4937	12205	4937	zqtzyqhbxy	jrzwtcgdwd	5453	74124729	59852635	
4681	6829	4681	ystxzqmheo	wtsbntixqv	5793	60709441	4046965	
13231	7239	13231	qqywqguxsz	wjhjkylwdv	1743	1474791	72504382	
8753	9039	8753	iskwsgibbm	fazgtxudbx	7471	15694199	31935760	
13173	10854	13173	wjodfszjra	bwvmveawtm	3723	73392992	60812427	
13173	11760	13173	wjodfszjra	bwvmveawtm	3723	73392992	60812427	
7670	6869	7670	xoqrcfbrxq	mkmnefrvua	2721	24241721	66219717	
17888	8236	17888	pozbzquwax	bocrogixwk	3885	59050433	14525037	
17605	15556	17605	jpcevkaarl	kofiryocbe	3769	77985731	84429038	
19362	5865	19362	swjplilagj	adxxmoplfl	6161	33713662	58508573	
17605	11761	17605	jpcevkaarl	kofiryocbe	3769	77985731	84429038	
12964	17678	12964	eqmcqjyxul	ovftyqnhfk	4693	31283160	42786469	
17903	1762	17903	tyqscfvlhc	qxgpbcqrsn	3627	2544486	42996922	
9817	15290	9817	uujlhrcjzw	hmavsbkdhv	4833	80022676	1484119	
17368	577	17368	yfmsbhaogl	ythcksnwey	1894	28776931	84296244	
5307	726	5307	lklgruywxi	iimghcaesb	136	64405975	29487052	
2568	14857	2568	elcngafluu	vqmpyhrfnx	5933	11668628	72143805	
17368	18586	17368	yfmsbhaogl	ythcksnwey	1894	28776931	84296244	
8240	3162	8240	jelqtgpzgk	pgxrsjnsoj	471	15198530	53674785	
3124	13958	3124	eesjzdylas	udupwguuxv	2993	11743675	41418425	
17903	10229	17903	tyqscfvlhc	qxgpbcqrsn	3627	2544486	42996922	
18893	8691	18893	jukdkltjsj	umknkmqsgo	1576	53242416	6128917	
16767	3283	16767	vgfiseyfta	innwqrnpnp	7079	79607595	54213693	
6956	17447	6956	wlwilueemw	bbktbrffeo	6666	73877945	17367778	
5307	17827	5307	lklgruywxi	iimghcaesb	136	64405975	29487052	
441	1293	441	bnjtxlftrv	uonjdgxtla	1962	75245117	36034292	
686	11763	686	copcjsoxiy	qmtfnntirq	3694	2806292	82058627	
15775	12176	15775	bvuemkrcci	kqlzcagooe	1979	31830280	37934056	
19123	13836	19123	cvfccmaryh	dxwrbwczor	3268	78357857	63997784	
4567	13988	4567	ijmbypazpu	qxfyzkdfga	1841	69295353	49293317	
12296	12348	12296	jyuxmbkrpn	kfzemqmlnh	7473	83010867	15818829	
5309	16989	5309	ezmrbdppwi	hoesjrbmpm	7938	38812378	24808345	
11226	7424	11226	ofsubqbllw	wwzygporbp	5641	53923343	35157953	
4495	3829	4495	bmucziucdm	ujeycxjpli	2335	4681812	8519145	
4570	14627	4570	mbodngukng	pmovtzmaov	6877	82087000	11878545	
16863	16990	16863	xxmzgyvldy	jmumzvwqym	2447	35518506	56288787	
100	18534	100	lhuqyfluby	yzkuqtijrs	7502	4838041	82411882	
943	19210	943	qeoqbmtbnd	ronssounxk	4303	65322896	78271466	
4570	4059	4570	mbodngukng	pmovtzmaov	6877	82087000	11878545	
1271	1176	1271	rlpuugpybk	opftvtzxve	6069	61378687	59113514	
4579	19940	4579	snvvaqiqir	mwtnlocpfz	7450	77422587	11299720	
4570	4107	4570	mbodngukng	pmovtzmaov	6877	82087000	11878545	
5570	17602	5570	cqiqylwdca	hdxwypgioy	5031	38466136	59486348	
9592	18655	9592	ihjdfcwvpi	mglurdxulh	6726	55619085	2553468	
1271	18767	1271	rlpuugpybk	opftvtzxve	6069	61378687	59113514	
19765	5082	19765	jhndqntcqs	czqycicomr	4779	16436773	65384026	
19033	14616	19033	tnwetfobxe	mwjraihwfn	2746	83627264	15129175	
4500	8420	4500	lzjeajyqec	lcritmpjrx	1156	69579870	15440387	
3854	9492	3854	abzpfojqzu	tibadugntb	6016	54598362	62222403	
10624	1594	10624	xafnltnkcl	cdkttajfhk	1008	41686937	18296561	
17236	15696	17236	rfibpkmpuw	tbeepkoqhi	7935	25027925	52702743	
19552	4955	19552	bnazaielua	xqgiyffqvf	6126	85676633	58159838	
12454	6870	12454	kkvojlzwki	qritrjsxbr	1609	74421837	18254488	
17396	7309	17396	wujkpzzpsj	ncoptlvlel	7376	48003440	57431057	
17113	11796	17113	dtycgkhkrp	uaybxidvsc	3362	63818526	30241038	
11535	5885	11535	dgyapghdvt	wbdeweizkq	5365	59498317	24000453	
19863	16097	19863	bxoudrajfv	labcwfzpsw	3400	41825662	36376328	
18749	7545	18749	jnbskbcrca	ytkhoshvun	4023	32804848	43108791	
18749	6273	18749	jnbskbcrca	ytkhoshvun	4023	32804848	43108791	
14361	13742	14361	ddsgkrgmqi	elmqqsvfch	1806	39434728	69920652	
14739	19811	14739	lzowztgqag	lwjgdmlvns	1100	84476260	11006693	
11645	14388	11645	uzgngjprmh	dnpafgjwxw	970	2458735	66122469	
1882	5410	1882	ozebfokcwg	brynfjiyzu	1779	71883469	75155961	
15917	3903	15917	ijmxpcckjg	rzoufdavgc	3433	41830639	72838683	
19946	19560	19946	zeixflkfhy	vrqdqbkppv	12	53091728	81526876	
4027	2247	4027	lcjwxjrjxq	kkublamkud	5898	71198100	13828787	
3865	10500	3865	gzzqyvyafd	sqjwqaugte	4301	22620	21959801	
18461	8895	18461	hfyynietum	zoycfzzhli	5325	28437333	30203966	
5197	4358	5197	splmwllkuj	stscpihcfi	3362	45557598	10165053	
8359	2691	8359	kztiiketuw	dxivntuhsy	979	73389118	82675113	
13585	16029	13585	nvzkndwxee	rwvpsknoan	7227	23531890	32157638	
16784	10116	16784	beqiuhqsrs	zqyfthgxck	7289	56975827	15025074	
13480	11867	13480	hgaoyefamj	isbvjtxnmr	97	48353062	30266523	
3353	18736	3353	ymzoollqxn	qsmykraplg	3684	25044128	2881379	
12359	4341	12359	qgroyhqjmr	bcwwicnbad	5038	70504154	67356929	
1291	6558	1291	cknjuwbjpx	wthwreuvyt	3008	67918312	66392390	
16784	6385	16784	beqiuhqsrs	zqyfthgxck	7289	56975827	15025074	
17253	8031	17253	dqholeqopj	zzfsjjbejf	7151	44143709	18165818	
8194	7537	8194	ymamzuyxfx	akfdemxuhu	6584	28208755	76614465	
2641	4481	2641	fssukthxwj	xzjunscaue	557	82890846	7886157	
18657	11852	18657	izcfwpmkwm	ubamnccagk	1092	4866790	34600470	
4737	18196	4737	lhmxprvsya	aumnszvrin	2762	11422345	8790593	
13495	19843	13495	gglcijvssb	ilgbnufkde	384	6938390	10531541	
3617	936	3617	vmqcazprrj	achvuszcln	4367	33899232	11732688	
12037	5881	12037	portdodvia	tqughrizoh	94	72446766	50684816	
1301	3362	1301	uecufnswru	vhfefgabqb	6002	19618696	28904150	
5809	13187	5809	ddintoshrj	fywldudxlp	4302	37946412	68144369	
7218	6282	7218	caiqffeadc	qcazvdaeku	7409	77731394	65026648	
15491	3995	15491	gvtintgucl	ewqcecqqrp	4775	82857405	68044048	
1677	12757	1677	crhymeadtm	inhoxqevdn	3401	43039844	2811981	
11251	6281	11251	pohsjdftrn	jtypfbacth	4651	20168730	17824774	
17319	19161	17319	hfhvcvtxif	osaiqyqryb	3035	37711787	14586889	
6163	7332	6163	gerxpwromd	ijigxxyxyd	4090	36259004	79542401	
9290	12668	9290	ocyogawkjl	xcstuiynmc	5255	60941885	78618842	
15524	2543	15524	vauzotngnd	siwimugjrt	4633	37200397	20767174	
5931	7733	5931	kcsclvrelm	vzvvxtfqgu	3090	19519680	41922549	
733	15597	733	snlfadqxol	nkzddwqjuf	7026	19491073	37791567	
9615	16006	9615	dqtapispou	qtzydsewvb	6315	21357809	66695010	
12666	4723	12666	lunaylcytf	giklagnskj	6759	21584066	42442323	
11767	7342	11767	blwztdiqlj	aldmujyavy	3383	21693125	75065270	
15151	6886	15151	adyemaqlgh	evumfinyzv	6012	3665267	9147283	
3530	16057	3530	jitvxcdgpr	vgepqfgilv	7636	31574656	13386874	
13204	2229	13204	qlniunbjxb	dznunotran	5696	70372272	74792221	
1100	11528	1100	gjdlrxchie	woglrndsno	1427	23949014	68973454	
8722	11025	8722	poxfrutxuy	xcuzzhhemr	1045	48849646	76286630	
14303	8641	14303	rfhcwknltg	zkdxlvajgo	374	28533995	21544498	
3512	15795	3512	jputlntons	mwbkvwnxim	3009	20660895	78278864	
15855	4247	15855	ydjdhgmyum	mxqguptkqi	4810	35969944	47896018	
9679	14217	9679	mxmjfyxqsp	vesagexlxt	820	48632319	48162816	
2406	17116	2406	baqxqlxcze	xzvwejwnzj	2876	60338362	35700826	
2406	11762	2406	baqxqlxcze	xzvwejwnzj	2876	60338362	35700826	
13777	16028	13777	dyqhpwdvbt	avegqylsde	7886	29654496	38379146	
15791	14887	15791	glttgkmtvs	bakdectmvf	7561	59699990	71892091	
2890	6498	2890	gyyxoujrzv	gwpktqvkid	2365	35695227	52764312	
2981	10091	2981	vgogpbeuuk	kdspjkxvxy	6004	53473185	66643712	
2040	7951	2040	fgdtmairoh	dufpdxztcr	4523	49788789	51797345	
1624	18902	1624	xlkgpsfvno	dpejdhgrlk	1547	63557054	4319982	
936	15259	936	hixuspabec	zzvfpmtcqh	6699	29893774	35849176	
6465	19238	6465	nmnxgewdma	lemfnsruge	5808	12092996	62033986	
11516	16699	11516	ipryqytwra	laojnjgqbj	2871	4447404	1881237	
2014	9918	2014	cmscfmkxkx	svvavstkgm	597	74964328	8276424	
12434	8424	12434	frzkyeltle	gvdaupxvwp	6657	76825206	85242836	
4118	2278	4118	pmaclhyzis	plcgoaygwe	7048	25035647	68155518	
19173	8960	19173	kbfcibcwys	psihgngfet	3387	43513604	6028124	
2612	11124	2612	ejhsqnppfo	lhashtkgfa	1042	73724053	9605489	
10047	3700	10047	vtxoayrbgn	wrfwdlbrtx	3705	64466656	36440226	
12865	13482	12865	afgujwoetc	zoynhsunew	5931	6399081	62819698	
17053	17379	17053	myyojpfmrf	wlraaooyli	469	32311249	45956662	
1670	17708	1670	hsvuurvkkx	nfomffqoly	6033	14131046	45600653	
3436	9424	3436	xkuolmnzhd	eykefdbrcf	1565	17622863	28709096	
12865	17078	12865	afgujwoetc	zoynhsunew	5931	6399081	62819698	
6771	11216	6771	uxzxhxxyeh	apxqyjflzm	3476	38513306	49707801	
14177	19619	14177	drotpbpviu	sfqbbjrrgs	6398	58578758	4789602	
1062	18200	1062	ofwexnuufu	oqhzainidw	3117	13447695	72666759	
14369	1081	14369	qobicoyfur	upyfrccndk	6169	8553739	28081472	
13756	19989	13756	ensmvxcalv	vithmibgch	6269	35982599	1166391	
14525	15285	14525	kfpvkkexsu	dtkmaorljb	3776	26121682	54102992	
14369	9567	14369	qobicoyfur	upyfrccndk	6169	8553739	28081472	
11131	19541	11131	vwxkmrbals	bhvhstaqvw	3889	76240585	76330997	
16742	13919	16742	ftodemnoyx	ncdvdggjlc	5566	37834118	56407913	
4327	4529	4327	sujqukzjdf	pdbwnvtsoa	5684	10360948	16642146	
17408	12378	17408	ypgyhalmoy	ssmhdgbkxc	188	63801906	39141265	
5682	749	5682	sywvhrzyrm	ipgubmxndc	4997	15637683	63845036	
19713	18202	19713	jtoenmndtt	rwqhipmgba	5874	49687607	29240815	
8275	4963	8275	yrygrlqqgy	zwyiyzohco	5351	58098783	72087024	
178	14667	178	jueawpphfv	nfbektntiw	3305	67803260	73021919	
6651	2307	6651	czcrtdwnbs	mdrlvmtafg	4341	32959838	33719800	
17408	6392	17408	ypgyhalmoy	ssmhdgbkxc	188	63801906	39141265	
217	18316	217	mvpgbglhto	vvgxcosybh	6777	27459715	39162414	
17604	15030	17604	macvjeubsb	fuxlxnxcfv	1815	31861246	70352081	
3204	18959	3204	qswvmwrqdw	mnvsbkioxe	432	17331454	9116500	
9631	2794	9631	rshtmulsdx	irzakkjytx	2781	54722088	54899004	
17604	10247	17604	macvjeubsb	fuxlxnxcfv	1815	31861246	70352081	
1711	18858	1711	oslgsgytom	usggvyarjq	3718	5951350	47795833	
4185	1072	4185	pdfeepnsev	hhbkfyldqq	6359	71585244	72458555	
4185	1272	4185	pdfeepnsev	hhbkfyldqq	6359	71585244	72458555	
14918	13022	14918	ebsjunjeyu	yileqchpuv	4124	22240749	11952525	
15834	13237	15834	iuexvupykj	tpayuxqjcw	4817	18687173	58123043	
17169	2031	17169	yhzqeunwxr	vagydbmves	5704	26805744	12721340	
14987	12552	14987	stzdtbpawu	jykljbrmcd	3805	70969743	33077761	
18354	16152	18354	uywoygvuas	thrmmiwhxf	2232	82654813	76072838	
15834	11551	15834	iuexvupykj	tpayuxqjcw	4817	18687173	58123043	
1656	1213	1656	mdqxkcxfma	btusqnelxw	6617	49677009	8889928	
6857	3855	6857	zqsgcmjzxs	ktedkxpmue	994	85657126	46139345	
16584	13702	16584	raatakdbgn	uwupluqbxf	1027	64746440	54953108	
13282	9431	13282	tndpkpkjsk	aewtnzgnzd	710	54434565	46448938	
3038	10416	3038	fseyjhbiqu	jfjjojfbco	7317	78940403	3686045	
12215	15095	12215	vgoltagaln	aavrqubcxj	1536	84358628	33902486	
7071	16988	7071	cjhkazzrzq	khslcspwsz	3982	78391213	77364039	
1078	9531	1078	weiyfnzayq	drddgzmuhb	6360	8202956	23161104	
1052	13005	1052	glawcsaqkj	ggapjovslq	920	16766270	14654831	
5824	1204	5824	nbvijuaytj	ektnuxdnfx	7461	69675684	61382259	
18982	6210	18982	nrktdmoiff	cijhodeivh	4326	79919398	60031699	
5824	19229	5824	nbvijuaytj	ektnuxdnfx	7461	69675684	61382259	
11270	10575	11270	hxkyvnvvxo	wfcmusretp	368	51447192	37415924	
14091	1879	14091	iwboygplup	ewhjzqoadh	6829	7682968	25717930	
16655	16355	16655	erxxekroxm	zywubaqmju	4159	2434742	65677316	
9467	15215	9467	lfxouxkfdh	bcvamiqdke	5577	82636243	40607173	
4428	5437	4428	kzljmaxpzn	jkdjaagmyk	6468	46417391	59970463	
19128	19187	19128	cdsflpezkj	kwogebwgnr	7870	16722712	33257049	
2493	14541	2493	weeqkwfgil	emwdmebodw	4884	71748509	27419794	
10807	6707	10807	cxdmrxfdmf	vgrorfhqxe	1287	65702917	70764747	
11903	9714	11903	lglbszlfsu	lcomnswbbu	3578	20034455	49435047	
13448	3354	13448	zpwslemfer	qzvewenaxt	3538	14211938	19330853	
1665	15306	1665	fxecyavpaq	vmznpahvak	5105	42070726	10121561	
15622	2161	15622	kwdxqfxihl	iubjzcgygv	4932	57208718	30303276	
8574	8846	8574	qlszmbqqyc	iaqoobcqby	2477	31418341	13318375	
2330	3130	2330	pdfuclfjgq	lyrzoovuvq	6786	11504103	57380986	
18733	15585	18733	wnjgdygxiz	gsjqoyvacz	1891	75908935	19191432	
8104	15163	8104	edjvfyypgk	fwmqeegbns	1262	44907548	46514024	
2394	14039	2394	fvunhhkzxv	uvkzrcdvqk	2188	71885203	57411382	
14866	19381	14866	lyoobuszpm	gveohkjdsu	2160	85017759	41614779	
17006	7697	17006	xxwzsqgfud	phamiwxdky	7842	75757243	46439553	
1067	7144	1067	wqotmtfxni	xvaplooxzx	7088	37910481	13437845	
6829	3725	6829	cryjyoqflx	ipuqlasrtj	3262	42657133	35883317	
14786	11013	14786	uwfxatmrsp	grytqvguys	1989	52728752	48125456	
11664	11135	11664	rsmnirndrv	xyfnxwyqwd	7242	26475457	68054653	
14866	9903	14866	lyoobuszpm	gveohkjdsu	2160	85017759	41614779	
1067	6058	1067	wqotmtfxni	xvaplooxzx	7088	37910481	13437845	
13968	8028	13968	hepjevkipb	itaqvrgpnz	7021	83653464	71019196	
3021	5245	3021	cmrrhnptak	bvafjnikec	3955	775056	17379849	
3021	6483	3021	cmrrhnptak	bvafjnikec	3955	775056	17379849	
7262	13468	7262	lutfcpaukh	fzbdiutxiw	1612	64569431	53945406	
15430	17465	15430	rzxuulrkfj	owlajnyoku	6370	45633953	14945584	
16864	17219	16864	xguvbzhdjj	racnwbumxa	3187	50239751	28650027	
19608	8249	19608	bfivecugon	dhgclbwxnm	4324	4752895	59597909	
2182	11488	2182	psbeiopazn	aakvyqndzj	4428	61374583	76580916	
7262	150	7262	lutfcpaukh	fzbdiutxiw	1612	64569431	53945406	
2904	13922	2904	lnaioxwkpe	pyyylslqly	1992	6775044	49658942	
5897	12099	5897	fggyfqzqfb	cdcenhtzwf	1555	56309071	78028945	
823	4975	823	qsxkotyfso	lngoczpmfp	6188	71970347	19958485	
823	10445	823	qsxkotyfso	lngoczpmfp	6188	71970347	19958485	
2904	6520	2904	lnaioxwkpe	pyyylslqly	1992	6775044	49658942	
4480	17912	4480	cvdxriclpq	jeccdwptyn	2465	355365	25465370	
12932	14848	12932	jfbhtjxuhp	obbspviqje	6684	2767551	80363974	
4480	11395	4480	cvdxriclpq	jeccdwptyn	2465	355365	25465370	
15836	15675	15836	urxkrmvefz	ycarhfvzaa	2842	69591006	20941473	
2904	4979	2904	lnaioxwkpe	pyyylslqly	1992	6775044	49658942	
413	4076	413	szkeidzjfq	hwlnwqxsdx	3622	80234753	36279860	
17862	3750	17862	mjxobjxynq	nwpdgzqrik	1012	19736585	79201620	
13120	13123	13120	osdxpedkcc	xenshzljcn	7406	67184238	79940278	
9699	4918	9699	kmfuakwckk	movnipgkla	5492	64790098	70387070	
19130	11127	19130	ifassqxndh	prikmtqqqj	3853	84158982	11978417	
9358	8	9358	iinxezlppj	zsdpfocpug	6962	81817160	64824922	
388	11424	388	xozditbnbz	liacknoyfa	5358	64331462	43363249	
13015	7894	13015	wkbndbjequ	widfyybbye	1742	20907687	23621835	
14259	5669	14259	dwbhyuoply	aqfiuvraek	1643	70183371	69081612	
388	8735	388	xozditbnbz	liacknoyfa	5358	64331462	43363249	
7642	5909	7642	mlfgsdcgar	gvdvrpfpqi	5286	58930676	47602817	
3897	6178	3897	kjuzalcepq	uslvjmmhjd	6479	8207696	5809827	
3375	19155	3375	ghxsdirmzi	gdozauldtq	2193	26331293	59562583	
4765	15159	4765	pinovxorrr	vzgzbjztje	331	39122166	69696543	
4964	4084	4964	mxbcqwhccd	pvhkecqlau	4385	38493887	22108352	
12584	1628	12584	gzbtflyzlf	vjytxbxvqn	5295	28314809	2892274	
11230	15311	11230	oaieepaquy	eigmbpvlpw	4376	73031170	38395629	
5811	14701	5811	klchgcmlmm	mmtzgnclcc	1532	34844287	14064289	
9134	9776	9134	iqxdvhwfui	lcrjthmxfc	3221	46765334	27488002	
13324	11136	13324	wwqdysrtvg	sbasfxdbge	7568	20892786	62613199	
2300	6805	2300	fmgiznguot	ttqdlotyip	1947	49740016	80738519	
15078	7685	15078	kmglzpiyrh	shmcqiqisy	5826	15057601	60101612	
18557	10022	18557	mfqrerpdjh	ckrtbrugki	5223	40596625	60181070	
6003	5319	6003	ozzbtqwbfx	fcqtlsshhw	3653	39723699	44722787	
12013	17285	12013	jevqpbeazq	tmxsxflmrj	7464	9792060	30206494	
7455	17474	7455	mqfoowjmyk	oxsxewpthz	3419	14425284	25975538	
15089	6461	15089	yfniixusss	xmccyrtpbp	1090	44117012	69974461	
6003	17477	6003	ozzbtqwbfx	fcqtlsshhw	3653	39723699	44722787	
7941	16572	7941	xvfxqyqupj	suuuzhrypo	887	26218985	21465951	
18449	358	18449	mzotifphog	hkhthlkjco	7111	46605632	70600406	
11570	919	11570	apfkwftwgu	aiufthjfbr	6944	69049616	9053419	
11570	766	11570	apfkwftwgu	aiufthjfbr	6944	69049616	9053419	
4187	6544	4187	dxdyowyggw	qdfwjmgijj	4208	39981850	10622477	
14690	15098	14690	gxpfslgusc	vzltklhnxb	2950	58555582	67183068	
13328	14159	13328	kxsfpfzoke	mtdyhpedzz	204	26477949	1810938	
12404	2209	12404	cwdvmzxwfq	ojqoursamn	7570	69398363	75835222	
7977	1651	7977	cntrzrudqx	xcptlpgaws	697	25357423	55174430	
8697	6955	8697	rfcgxfmoig	eltwvcbxly	7930	85582077	15786978	
8313	12099	8313	tmyfkmtuwt	urwsalbohd	2883	42061479	29881403	
512	999	512	sacmuwtupv	xclgjrrhqw	3578	70855203	17093549	
16841	17505	16841	dkiuzvvavt	jtgimbvdub	4924	65044024	43041865	
10631	6480	10631	ilixevsasd	gfjjpaifze	5918	5736371	3540355	
12448	14191	12448	igoqeutpmk	sqcrogmcyx	923	18906025	66689775	
7685	19767	7685	xedfcgghrp	jtecqusied	7642	66169095	54001711	
17877	6618	17877	dqfjhjisel	nqvtgzpxby	3358	65814222	42075023	
13391	16173	13391	zsuhvyukts	zulmuhltxu	1545	30527385	28516560	
3431	9091	3431	byymwtkvbs	sswwibtufs	4281	14859387	49852153	
3458	17484	3458	yptxxpexem	rwarihrzgj	7508	8712808	70047678	
5045	18900	5045	kefozjduxr	aeozagsmqc	7342	63193558	41348626	
12318	13859	12318	bchtwplvro	ccfympkkfe	3748	17274555	10439775	
19722	10776	19722	etjtifxuby	ocevmsybgj	5173	47416990	56517598	
1182	4902	1182	kxmtuvzram	jxbxuafmrw	6590	53041569	2673862	
12362	2460	12362	lleprfugvp	gvlohiezaj	5038	10743834	1102407	
640	3727	640	znfnobszgi	ublzswpsrf	2571	69737288	16832916	
18124	18540	18124	usvseebdlk	gqqoaphvfp	7944	41274538	83148029	
8191	9318	8191	uxmagajogz	rdjhjosnvv	3231	64896996	1618999	
11183	802	11183	nqflwymblk	dzenzozjox	7254	84343273	56290880	
19017	3411	19017	utenpxdyar	fnjtwqdmiv	4832	64970758	62133998	
514	6320	514	zqmzhedxmr	pzzirkzvuw	6305	17346917	31216166	
