SCHEDULE.flno  SCHEDULE.aid  AIRCRAFTS.aid  AIRCRAFTS.aname  AIRCRAFTS.cruisingrange  
14407	11498	11498	eukieneosn	2979	
6105	1541	1541	rqvcjoworm	4407	
12020	14335	14335	gkyvaxvtdj	4804	
1756	1889	1889	snnbaqmghk	6054	
7525	14335	14335	gkyvaxvtdj	4804	
169	17317	17317	msgvqocdhc	1505	
8869	13320	13320	xzopefcapf	8175	
10497	13884	13884	mkcqlnhors	7726	
3849	16191	16191	zybizeglmf	3066	
2291	3905	3905	fxuixznwdc	8687	
4354	8101	8101	vciklwefue	7837	
5266	18407	18407	wzmxvtbvon	1686	
5862	16872	16872	mufxsyvmtn	268	
10156	7659	7659	dxkenuhbsh	8345	
7955	624	624	ueyrfokmqj	2010	
17477	262	262	cdeeofwkem	3114	
3655	4967	4967	xkmtcjqqum	4072	
5367	1710	1710	syleltsilo	7083	
12961	15743	15743	egrlecorqm	4739	
7762	15052	15052	pkiamflgxl	3141	
8799	2598	2598	vqulboviui	5318	
12735	15649	15649	dfikwhysbb	5498	
9370	18433	18433	qhkjnlvyjv	1446	
4686	16581	16581	cdyokjhkbs	3551	
15630	15752	15752	fyuedbvlrw	5003	
8344	3367	3367	ktlipdfdza	811	
7957	14681	14681	qsduzkdedb	5424	
15374	18433	18433	qhkjnlvyjv	1446	
11872	7668	7668	crwernhoke	7632	
18636	2526	2526	zrdfmxgdid	1095	
2280	9772	9772	oremoiqvju	4811	
6788	13939	13939	wckoeaftwc	1401	
19652	10061	10061	qrdeirjxjq	2296	
12444	3989	3989	lztyghbocs	6734	
12639	1050	1050	tjrlaestkq	5782	
4495	3829	3829	lamebcrxdj	7688	
12663	19899	19899	hvlmennmbf	8085	
12138	1786	1786	nuscgdhbgn	5689	
5059	17491	17491	atigswxcqg	6662	
14148	6901	6901	anwafhxqyo	5822	
13234	1786	1786	nuscgdhbgn	5689	
4867	15991	15991	ftpixvqegg	8786	
15658	13328	13328	rkwomooiyw	7546	
19104	2497	2497	degwhnwfur	4943	
6089	5008	5008	ecgouwxxgg	2311	
9474	16940	16940	xfwzspvsrz	5844	
11258	5687	5687	tskjckrfaj	5496	
859	12736	12736	waeayabggc	1576	
8692	2497	2497	degwhnwfur	4943	
15212	14591	14591	bllzclomsm	8135	
738	14563	14563	wolnmugmto	1657	
5931	7733	7733	labqhiyqbi	7164	
2891	7704	7704	bokgyqirlu	6692	
8048	13446	13446	erukddnddq	5625	
9820	19005	19005	gndbpupfae	6786	
16787	5566	5566	ywkjoenxad	6782	
19939	2582	2582	ffdkmkeqvu	4755	
3861	1261	1261	ugokqsttit	8923	
6971	16411	16411	mieqcyrmmg	4701	
9177	5014	5014	lqamypysht	5129	
15853	5014	5014	lqamypysht	5129	
2139	640	640	naeywbtbug	654	
12106	9081	9081	tdphhakfmf	5276	
15419	406	406	wsgcyoqhnv	2836	
796	7650	7650	ypinwwvoxh	1004	
9216	16242	16242	oevipuqrro	2459	
17198	18613	18613	njgrrnnkto	5703	
13682	3964	3964	eeqfpxziui	7559	
13434	2051	2051	dvbidnlgfj	4017	
13434	14835	14835	dcyhtrpaqg	3566	
4600	17878	17878	umiiihtnau	2353	
10820	14835	14835	dcyhtrpaqg	3566	
8629	8397	8397	rjibsbabfs	630	
13888	11806	11806	hgyyilfkbo	3180	
17244	6005	6005	ehlhjqrnse	7914	
15188	17567	17567	qqwicrjnmp	5361	
9825	8639	8639	capdwrgvxn	4048	
3184	6780	6780	vwghxjighn	31	
13326	1082	1082	nktcfjzpgg	6535	
2877	7562	7562	hnsabbfbfu	6438	
15697	5348	5348	spztifjact	283	
17307	11710	11710	kjfnmrfire	8175	
14673	11710	11710	kjfnmrfire	8175	
867	3461	3461	njecuvcimb	4271	
12964	17678	17678	farzvyeglg	6337	
5077	6177	6177	ovjcuhqhph	8833	
9749	11433	11433	cneuvkpuwx	8730	
5642	14419	14419	rcklkcgyad	7546	
916	4054	4054	fugijpoaxn	3181	
12542	4054	4054	fugijpoaxn	3181	
7716	14466	14466	couxbxwlpk	7181	
12076	17440	17440	zeysjgltai	7773	
1416	17440	17440	zeysjgltai	7773	
2743	17440	17440	zeysjgltai	7773	
10844	9569	9569	ktidsfowdq	79	
4254	17440	17440	zeysjgltai	7773	
14303	8641	8641	mpvbtmrqlh	8781	
8495	5255	5255	vibhpanebu	783	
6760	4283	4283	vumlfcltmn	3436	
18943	6592	6592	dnegyzphkn	3744	
1089	13826	13826	azoeopjliw	4408	
4767	15711	15711	hkpfazcrps	1163	
850	15547	15547	owvecnvffz	7187	
19133	12100	12100	oidtpsufwp	7944	
11597	15781	15781	yicwmwqbkf	5883	
9305	15984	15984	nqvkclbibr	1039	
14822	19201	19201	iyfrexcsey	7532	
14447	3759	3759	zgtivqwilp	8969	
13516	19885	19885	bcxfyhdave	5271	
11135	15624	15624	fuakfeegjz	3241	
14428	15665	15665	nwqnradzfu	5942	
14842	9987	9987	abmkysbybu	3417	
11702	19880	19880	smugvdxnxv	1113	
3784	14556	14556	ceealaghbz	2530	
2178	1095	1095	wqstdjdlym	4221	
7233	3262	3262	ivadwbxtpr	4664	
8379	15624	15624	fuakfeegjz	3241	
19934	2043	2043	czikgemuzn	5363	
15233	19208	19208	bhklqeckhi	8515	
7322	6232	6232	mglrqvvsrg	1875	
4390	12399	12399	izdgyzdoqa	5706	
13453	4615	4615	kbqpkeftzi	7266	
1879	16070	16070	kwzqxgatwp	4143	
2146	18252	18252	ggqvhbkhjh	4382	
10413	9895	9895	kmmwtixlvs	8592	
19434	11146	11146	nxxxriaxzx	2855	
17227	18252	18252	ggqvhbkhjh	4382	
19346	820	820	uypemlvijo	3886	
11777	1914	1914	cbwwiwfosu	1642	
3363	9662	9662	uhmdfkjwrq	3860	
18807	9662	9662	uhmdfkjwrq	3860	
14986	11146	11146	nxxxriaxzx	2855	
3407	18252	18252	ggqvhbkhjh	4382	
4681	6829	6829	lcnoyiteru	2389	
9394	8375	8375	bdkhovntkk	2734	
2472	14035	14035	azuzhqkeiz	1943	
2217	2323	2323	wumcvzcjvs	2121	
4360	2323	2323	wumcvzcjvs	2121	
15599	15039	15039	zjumrwpeuh	6798	
11991	19862	19862	yzlfkbiuzi	3462	
16167	14259	14259	ljwusbwelm	796	
2212	16644	16644	navelmoctt	7377	
828	1429	1429	mddwivtkca	6665	
3067	17322	17322	xqbnxailub	3302	
14273	3522	3522	xvzpzbvjqg	2403	
12725	7334	7334	slkwqgxpzz	8774	
11197	13132	13132	hanrouqlax	1300	
10263	12104	12104	mashfdascc	8944	
5355	5852	5852	hitbyfgeox	3760	
1488	5134	5134	qkhjphhmcy	5556	
5417	12283	12283	ogrqtymdog	227	
14109	1817	1817	asigqcrmjz	5310	
13133	1788	1788	yuvhifqwxz	2567	
10291	3216	3216	keonyuwgsf	5919	
4255	10264	10264	lbdufadimq	5266	
7055	6070	6070	qqdhzdkryf	6758	
13530	16124	16124	jettztoksf	7739	
10926	13520	13520	egrscybcbz	8872	
17942	16124	16124	jettztoksf	7739	
10579	17287	17287	dwcylaycgq	4591	
19188	1733	1733	vakqlmhtjb	1195	
7756	15501	15501	phgejnvnho	5271	
16056	1672	1672	naqmlnegzf	3350	
3341	5371	5371	stxjsdormp	1264	
10686	2326	2326	jfllxqxzui	6260	
14545	10295	10295	hkxdtdvsvk	930	
11601	10128	10128	fmfwknnqob	6149	
12051	10128	10128	fmfwknnqob	6149	
18960	997	997	zqycafywbb	3536	
10488	11919	11919	pjgqzushau	5749	
5466	9658	9658	knruertqvp	3238	
19594	2537	2537	yssdxljuxz	6332	
19636	2865	2865	movvwmpqsu	8049	
9366	6246	6246	ogcuyxyukf	299	
8744	10907	10907	qvbuuleame	6850	
18505	12136	12136	liddquxlve	5524	
832	5910	5910	amkivrbcoe	4601	
8062	1346	1346	wtkqcfuqtm	3257	
14343	5910	5910	amkivrbcoe	4601	
3370	9157	9157	ekhwexxpap	2172	
4443	5560	5560	oovqfxeqkb	8381	
4725	4881	4881	vhovpljupu	4118	
8523	19163	19163	wbctngtacq	5047	
5780	1117	1117	zkzdqeutlt	1052	
4578	1117	1117	zkzdqeutlt	1052	
946	13070	13070	tuzmrfqiuv	590	
16569	13070	13070	tuzmrfqiuv	590	
16632	16663	16663	rmyveovrsd	7329	
14674	7345	7345	enxwdmrica	254	
14345	16358	16358	tfqgyqdpth	8431	
17838	10170	10170	imtwshwuko	649	
4097	16358	16358	tfqgyqdpth	8431	
15472	14411	14411	toevotkhiy	1810	
1551	15680	15680	pqmirjigii	8241	
122	6448	6448	slrognunzn	8561	
16334	3253	3253	qlsxxqvura	5353	
1307	3253	3253	qlsxxqvura	5353	
2894	13737	13737	kvictmbkja	8348	
16907	14336	14336	mkunsrqegk	3506	
11200	9794	9794	eihgmrutky	5832	
18540	17388	17388	snbiawsilt	8995	
18452	1377	1377	nfuyhffrbw	2295	
123	14551	14551	jgxwyjiycj	2429	
19694	11782	11782	sbysompdlu	7865	
16162	4936	4936	hlasagdtjm	6205	
6144	9794	9794	eihgmrutky	5832	
17777	9718	9718	nfzovvsmpz	8836	
19731	9369	9369	bkopgdxtph	3623	
2966	1334	1334	okfuvltlrb	3499	
18557	10022	10022	qfezicwbdc	7862	
19869	19543	19543	uvqsveutmo	1069	
16078	1245	1245	ioamclgnpk	7418	
8813	5915	5915	lxstnuompd	8099	
11470	1985	1985	kgxiphzpgi	6195	
16027	4653	4653	eswbevhugx	1462	
4240	3812	3812	vpxvdjxoff	3869	
1665	15306	15306	bggvledhun	4770	
10895	18296	18296	tfgdmlkhqc	8499	
891	15306	15306	bggvledhun	4770	
12479	4661	4661	xwpmtnwnzx	5054	
19883	9516	9516	zidpgjzsxu	8671	
1081	7502	7502	tkbmrvebyb	7941	
7443	3024	3024	nyuxbsijzo	4676	
3566	5960	5960	dacaqgjugd	4371	
13819	16386	16386	eonptbjjoh	8900	
16351	7008	7008	gnrdwgczmi	6247	
1054	12081	12081	vcerupixaj	5843	
17651	18138	18138	gemlapmuwu	93	
7643	12215	12215	ceojehjnvr	7129	
15640	12215	12215	ceojehjnvr	7129	
12868	19042	19042	ksttnojfnk	7197	
1358	12081	12081	vcerupixaj	5843	
18396	18138	18138	gemlapmuwu	93	
6835	8442	8442	zewymcmxaf	6868	
18	7565	7565	bhsqgfhppp	5558	
14473	19744	19744	djyckveysu	8408	
14014	19744	19744	djyckveysu	8408	
13700	379	379	kfffuatdvw	4994	
9503	5092	5092	bagozlhagh	758	
11705	18835	18835	wwimpopmel	980	
15292	10208	10208	jtpjwbcshi	7763	
12125	11732	11732	cgzsikqclw	4881	
17119	1583	1583	etfyndfcbt	5589	
11178	2508	2508	wouoklcynq	8307	
9329	18418	18418	iyygernqef	954	
4514	14841	14841	xqfcrqtusn	1968	
9556	8347	8347	mgiakbliyp	4378	
19829	2407	2407	emxmrklfos	8520	
1831	7649	7649	klclkoqtzo	8272	
3908	17557	17557	ecrohyzcob	1547	
9938	3485	3485	tztdvwlplv	3142	
6228	1548	1548	hxijynkjhy	7152	
5168	17090	17090	nhbebdbkta	1591	
2035	17690	17690	hcewvtcifn	1344	
2564	1685	1685	detonnynqq	2531	
13175	324	324	zzvlcnkiim	1486	
5366	18535	18535	johvfundsh	7410	
19596	10216	10216	ljavuugpph	5923	
13583	15325	15325	hajkmkrwez	7709	
19017	3411	3411	rsrbytcadv	5911	
184	4959	4959	kensvwkvcc	5338	
18486	5563	5563	pqbpcqlkgo	6327	
10774	3411	3411	rsrbytcadv	5911	
13107	12253	12253	otdjfpfjqx	87	
6908	14863	14863	vncjrimslu	2709	
18921	2038	2038	yqbzfxelok	3813	
1734	1314	1314	rkwssdxhja	5746	
338	3689	3689	hqroynvqfz	119	
4237	6696	6696	cohbybgtay	8487	
5293	1314	1314	rkwssdxhja	5746	
8377	5765	5765	qbvcrrrtun	6642	
12322	13011	13011	nezwkjiqjm	8536	
2610	922	922	awcipomvuz	8557	
9026	17227	17227	ojpewavulu	2389	
17139	4112	4112	qncwzxfgbz	292	
2490	12322	12322	zclczxureq	2618	
13377	9450	9450	nhbnpimxee	1020	
11892	1319	1319	icvfcgyrij	1734	
6842	16515	16515	etnoaxkocn	8093	
3753	10651	10651	lfgireovhn	7517	
8878	16391	16391	fcydcwfney	8862	
9380	16391	16391	fcydcwfney	8862	
6651	10651	10651	lfgireovhn	7517	
3583	1895	1895	hgpiiqkfhh	557	
18971	17463	17463	bxxfrgeubj	4811	
7659	4386	4386	zraqmzdokn	7057	
11024	1895	1895	hgpiiqkfhh	557	
14812	8267	8267	ikvvydbnus	5251	
945	8267	8267	ikvvydbnus	5251	
9105	7760	7760	lyvqonzhgz	6880	
5898	7646	7646	baculdpdrt	8126	
14533	3961	3961	ipqbwygydb	253	
7546	6931	6931	shswwosapb	3028	
16671	536	536	hsnapfrkpm	6213	
6841	7646	7646	baculdpdrt	8126	
833	18313	18313	zzinhbmnqb	1084	
8166	8190	8190	oqbvzdajmn	4401	
14737	4156	4156	qkpeajrbtk	7642	
14326	10873	10873	ajcimtfaht	4056	
5987	1954	1954	fbpvioagnm	2414	
1352	9410	9410	gfbdmpvzuu	3284	
9677	10869	10869	qkigzjmpyf	3268	
510	5744	5744	snlqwbahcd	7547	
9566	6502	6502	jskvniiwfp	3833	
7974	18158	18158	dqnalegalu	2540	
17603	4541	4541	guveosmfen	4748	
16421	948	948	ggrzsxcukm	8784	
6055	17281	17281	csufrwqaih	4253	
13570	12301	12301	gkaibcvnoz	8409	
12955	10296	10296	iwbudqpnnv	5849	
7977	1651	1651	brfrbzjznh	8238	
10025	4669	4669	ewctcvynay	1192	
12224	10296	10296	iwbudqpnnv	5849	
10344	5692	5692	tondcxciwk	7749	
16995	15740	15740	biadubisiz	7823	
1690	5692	5692	tondcxciwk	7749	
4804	15740	15740	biadubisiz	7823	
12574	9778	9778	tfvrqroggz	6678	
8205	8996	8996	grjtbvxdrc	6940	
2493	14541	14541	bncqfkfgaf	4006	
2357	14724	14724	viwehywlpr	1617	
11577	2787	2787	fcfnsbdvxs	3620	
1238	13507	13507	rqjmzeihmn	8074	
19345	8882	8882	qidtkcexxp	8263	
18072	11828	11828	xeqfauovpl	6916	
2583	8882	8882	qidtkcexxp	8263	
4187	6544	6544	gbkqdudosl	1726	
2695	4971	4971	pghevjkkrk	5366	
13357	3607	3607	sctekirrji	7660	
13236	18301	18301	liwjqbwokz	3669	
19421	18301	18301	liwjqbwokz	3669	
5514	6803	6803	exxfedsssm	2681	
7556	2791	2791	trlstkzkhr	3399	
6880	3607	3607	sctekirrji	7660	
17471	9581	9581	ihnnlhguoe	1575	
18273	10133	10133	rodouccdjr	7039	
1663	9757	9757	phatummwyi	8127	
11907	6803	6803	exxfedsssm	2681	
13700	5824	5824	yptkmubcex	8989	
14748	6399	6399	atbtgkfiyn	5499	
3447	19811	19811	axumgutfns	8554	
14453	18221	18221	yzpywvehjo	1001	
14739	19811	19811	axumgutfns	8554	
15303	5233	5233	qjtlenygwz	3064	
10844	2335	2335	wthyiwefjy	7485	
18539	10589	10589	rhijvcckea	8820	
19274	14687	14687	kejtycyoyk	2259	
3841	2403	2403	rgvlbjyvuj	1631	
1167	5474	5474	cxlwzvyaiq	6947	
7257	8812	8812	lefnmndwpt	865	
17979	4292	4292	fdigkrilcd	7813	
6762	17694	17694	ngdybsqxfm	5773	
7303	5704	5704	nqdhbufber	263	
732	2403	2403	rgvlbjyvuj	1631	
18570	14649	14649	zxvobaxrnx	2254	
16310	13220	13220	nuxknntymq	8461	
8906	6633	6633	srogezqtlm	4432	
14235	9433	9433	lftukeejjf	8572	
4044	6633	6633	srogezqtlm	4432	
13011	6317	6317	mcififkrgu	984	
15784	2782	2782	fbcbohimou	5772	
14554	74	74	vcsqssytut	2983	
10188	5606	5606	ssctzonvpb	3357	
11455	4944	4944	ofvjcessfs	7186	
4929	4617	4617	udtyaigxdx	7257	
12812	5606	5606	ssctzonvpb	3357	
7026	16893	16893	xynnolyaak	2844	
18248	13806	13806	iagnabacgb	4023	
13282	9431	9431	stghmzlaxw	5832	
18747	1927	1927	ztzssbzanm	5930	
4978	14481	14481	jlvyvndpjv	1921	
6710	5757	5757	vldwlowsnd	3054	
13656	12436	12436	zudwddqxav	4595	
3142	5757	5757	vldwlowsnd	3054	
19567	7303	7303	jopjcyydye	3828	
6835	1732	1732	cnytvygxbi	4596	
14110	7317	7317	wbyshgbhzv	2754	
13874	623	623	meiyrlripe	2943	
14340	4420	4420	zvysulcfky	8404	
18337	8225	8225	wcmshxjnip	3514	
12236	8225	8225	wcmshxjnip	3514	
13287	9586	9586	yrurzyeehu	6113	
13721	16096	16096	rrehxfszqt	5497	
2606	6871	6871	jzpbvxbbzs	6685	
18920	19244	19244	vxeeeoiqoq	6185	
2394	14039	14039	paxdyqdyrv	2462	
14514	7953	7953	vfvttikeue	4204	
14416	4462	4462	czcdeyacff	4073	
10969	6347	6347	zodhypaxxn	4030	
2659	7720	7720	gtvgraucqy	1708	
12207	7320	7320	ivqipiqikh	5821	
9655	18482	18482	scdihnxtrh	2012	
18450	17898	17898	sbokflokoq	7417	
10978	7150	7150	ooncdeqfth	4589	
8029	12976	12976	bcjnsgwbdk	6478	
19420	11783	11783	tsoznvpccd	1587	
13243	13379	13379	qvtiwttbxx	2827	
9227	18869	18869	jjviagpukt	2147	
10991	16728	16728	tbyubeahrf	2310	
17900	10616	10616	rsxnvypynz	7539	
8218	4006	4006	qdozsngxpi	6449	
2938	6548	6548	txujyfnhkb	5226	
17486	12152	12152	thgzgbjiai	1065	
11631	13128	13128	mhmjlwhgyi	2268	
6755	4006	4006	qdozsngxpi	6449	
16902	4828	4828	pbrdundeeq	8925	
6402	6471	6471	uxdiijvtxx	8695	
833	1631	1631	iyvvailgcz	2777	
3375	19155	19155	hxkmcugbos	688	
2400	13020	13020	qhtzvsvusw	4580	
14091	1879	1879	olzzjnuejs	7364	
4469	14859	14859	edehpmlufl	7806	
7918	8286	8286	ohiirnovji	2573	
14226	14859	14859	edehpmlufl	7806	
3412	13588	13588	lvlkpppceg	7054	
6373	6610	6610	gjyamovyex	2715	
12215	15095	15095	awutpntpdi	8115	
5200	18290	18290	cefwlejziy	1295	
11391	4576	4576	qqhsbowktc	7819	
4500	8420	8420	xehkeqboul	457	
8856	5418	5418	behaxbwxbn	8010	
18658	6311	6311	mfluprhquy	6068	
3943	5418	5418	behaxbwxbn	8010	
6053	9603	9603	gybnwcfdqo	1004	
10632	493	493	qcpaztexeh	6774	
9996	6460	6460	ivviiblnlu	828	
15591	8420	8420	xehkeqboul	457	
19710	8929	8929	altermijjo	2712	
15259	360	360	wjyuykqfjk	5639	
19408	8786	8786	muuofluovp	3527	
5485	1559	1559	ihenzkvssf	1092	
8049	3660	3660	joyilffriq	7190	
14626	5141	5141	dvinovecwe	3181	
17470	17150	17150	xqxvbmmiii	2778	
2075	3212	3212	ogqbicpcyo	2620	
11809	1671	1671	dznpkmzudu	8775	
166	13736	13736	ipflnibnpr	1842	
19091	4557	4557	ouppgxidfs	946	
6723	9933	9933	tvtqthagou	5757	
17136	15327	15327	qyslitvhsh	2426	
3430	5885	5885	fgplbrwulw	255	
13792	15475	15475	wedmushguh	7413	
11535	5885	5885	fgplbrwulw	255	
17202	14250	14250	cxbbyqbhzy	4388	
12050	4486	4486	litgmhzcza	5537	
12476	2800	2800	ecyrmygubx	4348	
16257	1663	1663	xxwlyamtsi	1426	
13534	13065	13065	nnysdxxlwv	293	
19281	19579	19579	pbvmqjknvb	7391	
19537	11184	11184	anntthxrrk	2472	
1691	13694	13694	llkfeqajgx	1272	
7888	448	448	gutlstkarg	3889	
16028	7556	7556	gtvjhbbpha	964	
11813	18693	18693	frahuylwdb	4890	
6834	1586	1586	mrnmxoyieh	1106	
12666	4723	4723	wypdbxgeud	828	
15839	8289	8289	ixaucuxybx	614	
338	375	375	xzxpusemjk	3077	
12158	17211	17211	wznduntedv	8253	
4104	12023	12023	ljtdylkcxq	5575	
8918	17009	17009	irnelpxekq	5253	
1415	14297	14297	lmcuaddqvc	3289	
5991	219	219	kcyhlqrfti	5397	
16185	1337	1337	paatkzkmfg	8499	
14879	14297	14297	lmcuaddqvc	3289	
11791	16721	16721	sifarhkikw	5086	
8147	10099	10099	nujpsaxfad	3044	
2966	2244	2244	dqnpmexenc	7687	
658	9550	9550	febjxqqqgj	5388	
3897	6178	6178	fxpowfkxev	2854	
337	7129	7129	wlkonygyps	6086	
17797	6529	6529	cbpyxejsgh	2382	
10591	11842	11842	qslopqapbt	2834	
1667	15571	15571	iqoaxzuzkg	5037	
19143	1524	1524	lqjixwlzvx	8695	
13389	10820	10820	lwbyorgiti	3491	
13315	1994	1994	mgejwttdlo	4362	
7899	10820	10820	lwbyorgiti	3491	
8292	12569	12569	szvzqnitee	8165	
15408	19836	19836	txojbchckv	6605	
17933	12376	12376	rrpuaucubw	742	
18968	17957	17957	amnpxjfvlw	303	
7579	19858	19858	rmssgfzshz	3183	
18505	15989	15989	egsobdeiay	2938	
10723	17077	17077	krslpkance	7489	
19837	17077	17077	krslpkance	7489	
13967	19737	19737	tcmuywjnxm	7636	
13520	12249	12249	smflwanlor	8726	
4398	10102	10102	veoxynktga	3598	
12480	3505	3505	wdrrnhwoes	3584	
5489	16624	16624	mzrwvxknvn	6093	
17181	4435	4435	wrwyjdbmdh	5894	
15667	16624	16624	mzrwvxknvn	6093	
15184	11180	11180	uqdoelsike	2988	
15756	11180	11180	uqdoelsike	2988	
16922	16681	16681	nnbfcjgfaj	7802	
14809	5352	5352	dfeqneapyy	5204	
18259	9182	9182	cvftxdsiev	3552	
11077	3451	3451	hgzvovwhqt	6603	
4305	11157	11157	wkarxovdpo	7919	
9141	19760	19760	ydnrbrjzvw	8320	
17518	5352	5352	dfeqneapyy	5204	
2439	9510	9510	rnlrajedzo	1573	
13220	9182	9182	cvftxdsiev	3552	
4124	9510	9510	rnlrajedzo	1573	
5547	5154	5154	uanayxmshp	58	
15403	3852	3852	xpieytialj	3290	
14953	13119	13119	scnuhojpcg	6298	
8554	3246	3246	pdozoafcha	1066	
3580	16462	16462	uxthtzumyo	156	
15616	17237	17237	vsdezcucmv	7452	
9173	16210	16210	fsjvvlaudi	6054	
4257	11086	11086	ouzuqmndos	1961	
14369	9567	9567	acwjhgikzq	8072	
10511	3856	3856	gpfakixdxn	480	
8159	7967	7967	yyxxgmpxig	1985	
16370	18470	18470	bumnlknlmq	2679	
14307	17477	17477	bdzrqujbce	3352	
12793	19242	19242	ndduxnbojg	1562	
6003	17477	17477	bdzrqujbce	3352	
16168	14792	14792	osgfvvgind	3710	
7220	10107	10107	uvwtseoxir	4251	
6090	14364	14364	znuvfnmikn	1782	
14590	5788	5788	obigcewkqm	3151	
7203	14307	14307	auivxurhoj	4679	
12051	7025	7025	xjpmcivckc	7899	
2710	10618	10618	phiinpemiu	7352	
1854	2476	2476	ajklfbjckl	6524	
14630	2325	2325	gpjjrbnato	6804	
13702	3721	3721	qmzmlcbnog	3713	
2612	11124	11124	ehvfxxudcd	6845	
17029	16621	16621	obbjtjhugc	4670	
6169	19717	19717	oxjohspeso	7398	
544	12647	12647	dgesgarjuh	7722	
7125	18045	18045	opdfwtsgma	8993	
15799	7922	7922	rviaofuxlo	20	
1957	2106	2106	vitppdnals	8806	
12083	19717	19717	oxjohspeso	7398	
750	481	481	ksrmjltgro	5599	
6411	19214	19214	xggwsghkml	1124	
1843	15879	15879	hzcosqslwf	4616	
16963	5200	5200	gqbjrixlnx	8685	
